Species,Stephan_col,Merged_col,Stephan_value,Merged_value,abs_diff,pct_diff,match_cat,merged_teams
Avahi_laniger,Septum,Septum_Vol.mm3,69.7,69.7,0,0,exact(<0.5%),Stephan_collection
Callithrix_pygmaea,Septum,Septum_Vol.mm3,29.2,29.2,0,0,exact(<0.5%),Stephan_collection
Cebus_albifrons,Septum,Septum_Vol.mm3,174,174,0,0,exact(<0.5%),Stephan_collection
Cercopithecus_mitis,Septum,Septum_Vol.mm3,246,246,0,0,exact(<0.5%),Stephan_collection
Galagoides_demidoff,Septum,Septum_Vol.mm3,25.7,25.7,0,0,exact(<0.5%),Stephan_collection
Gorilla_gorilla,Septum,Septum_Vol.mm3,1173,1090,-83,-7.075873827791987,notable(5-100%),Stephan_collection
Homo_sapiens,Septum,Septum_Vol.mm3,2610,2610,0,0,exact(<0.5%),Stephan_collection
Hylobates_lar,Septum,Septum_Vol.mm3,302,302,0,0,exact(<0.5%),Stephan_collection
Indri_indri,Septum,Septum_Vol.mm3,205,205,0,0,exact(<0.5%),Stephan_collection
Lophocebus_albigena,Septum,Septum_Vol.mm3,294,294,0,0,exact(<0.5%),Stephan_collection
Loris_tardigradus,Septum,Septum_Vol.mm3,41.1,41.1,0,0,exact(<0.5%),Stephan_collection
Pan_troglodytes,Septum,Septum_Vol.mm3,851,851,0,0,exact(<0.5%),Stephan_collection
Perodicticus_potto,Septum,Septum_Vol.mm3,114,114,0,0,exact(<0.5%),Stephan_collection
Piliocolobus_badius,Septum,Septum_Vol.mm3,288,288,0,0,exact(<0.5%),Stephan_collection
Pongo_pygmaeus,Septum,Septum_Vol.mm3,600,600,0,0,exact(<0.5%),Stephan_collection
Saguinus_oedipus,Septum,Septum_Vol.mm3,60.5,60.5,0,0,exact(<0.5%),Stephan_collection
Varecia_variegata,Septum,Septum_Vol.mm3,206,206,0,0,exact(<0.5%),Stephan_collection
Alouatta_seniculus,Septum,Septum_Vol.mm3,200,200,0,0,exact(<0.5%),Stephan_collection
Aotus_trivirgatus,Septum,Septum_Vol.mm3,83.8,83.8,0,0,exact(<0.5%),Stephan_collection
Avahi_occidentalis,Septum,Septum_Vol.mm3,69.3,69.3,0,0,exact(<0.5%),Stephan_collection
Callimico_goeldii,Septum,Septum_Vol.mm3,63.5,63.5,0,0,exact(<0.5%),Stephan_collection
Callithrix_jacchus,Septum,Septum_Vol.mm3,49.8,49.8,0,0,exact(<0.5%),Stephan_collection
Cercopithecus_ascanius,Septum,Septum_Vol.mm3,251,251,0,0,exact(<0.5%),Stephan_collection
Cheirogaleus_major,Septum,Septum_Vol.mm3,58.9,58.9,0,0,exact(<0.5%),Stephan_collection
Cheirogaleus_medius,Septum,Septum_Vol.mm3,32.5,32.5,0,0,exact(<0.5%),Stephan_collection
Daubentonia_madagascariensis,Septum,Septum_Vol.mm3,254,254,0,0,exact(<0.5%),Stephan_collection
Erythrocebus_patas,Septum,Septum_Vol.mm3,330,330,0,0,exact(<0.5%),Stephan_collection
Eulemur_fulvus,Septum,Septum_Vol.mm3,119,119,0,0,exact(<0.5%),Stephan_collection
Galago_senegalensis,Septum,Septum_Vol.mm3,35.7,35.7,0,0,exact(<0.5%),Stephan_collection
Lagothrix_lagotricha,Septum,Septum_Vol.mm3,266,266,0,0,exact(<0.5%),Stephan_collection
Lepilemur_ruficaudatus,Septum,Septum_Vol.mm3,56.7,56.7,0,0,exact(<0.5%),Stephan_collection
Macaca_mulatta,Septum,Septum_Vol.mm3,271,271,0,0,exact(<0.5%),Stephan_collection
Microcebus_murinus,Septum,Septum_Vol.mm3,15.3,15.3,0,0,exact(<0.5%),Stephan_collection
Miopithecus_talapoin,Septum,Septum_Vol.mm3,133,133,0,0,exact(<0.5%),Stephan_collection
Nasalis_larvatus,Septum,Septum_Vol.mm3,333,333,0,0,exact(<0.5%),Stephan_collection
Nycticebus_coucang,Septum,Septum_Vol.mm3,92,92,0,0,exact(<0.5%),Stephan_collection
Otolemur_crassicaudatus,Septum,Septum_Vol.mm3,70,70,0,0,exact(<0.5%),Stephan_collection
Papio_anubis,Septum,Septum_Vol.mm3,559,559,0,0,exact(<0.5%),Stephan_collection
Pithecia_monachus,Septum,Septum_Vol.mm3,140,140,0,0,exact(<0.5%),Stephan_collection
Propithecus_verreauxi,Septum,Septum_Vol.mm3,159,159,0,0,exact(<0.5%),Stephan_collection
Pygathrix_nemaeus,Septum,Septum_Vol.mm3,290,290,0,0,exact(<0.5%),Stephan_collection
Saguinus_midas,Septum,Septum_Vol.mm3,40.9,40.9,0,0,exact(<0.5%),Stephan_collection
Saimiri_sciureus,Septum,Septum_Vol.mm3,90.6,90.6,0,0,exact(<0.5%),Stephan_collection
Ateles_geoffroyi,Striatum,Striatum_Vol.mm3,4950,4950,0,0,exact(<0.5%),Stephan_collection
Avahi_laniger,Striatum,Striatum_Vol.mm3,524,524,0,0,exact(<0.5%),Stephan_collection
Callithrix_pygmaea,Striatum,Striatum_Vol.mm3,174,174,0,0,exact(<0.5%),Stephan_collection
Cebus_albifrons,Striatum,Striatum_Vol.mm3,3258,3258,0,0,exact(<0.5%),Stephan_collection
Cercopithecus_mitis,Striatum,Striatum_Vol.mm3,2733,2733,0,0,exact(<0.5%),Stephan_collection
Galagoides_demidoff,Striatum,Striatum_Vol.mm3,169,169,0,0,exact(<0.5%),Stephan_collection
Gorilla_gorilla,Striatum,Striatum_Vol.mm3,14567,13547,-1020,-7.0021280977552,notable(5-100%),Stephan_collection
Homo_sapiens,Striatum,Striatum_Vol.mm3,28689,28689,0,0,exact(<0.5%),Stephan_collection
Hylobates_lar,Striatum,Striatum_Vol.mm3,4784,4784,0,0,exact(<0.5%),Stephan_collection
Indri_indri,Striatum,Striatum_Vol.mm3,1855,1855,0,0,exact(<0.5%),Stephan_collection
Lophocebus_albigena,Striatum,Striatum_Vol.mm3,4146,4146,0,0,exact(<0.5%),Stephan_collection
Loris_tardigradus,Striatum,Striatum_Vol.mm3,351,351,0,0,exact(<0.5%),Stephan_collection
Pan_troglodytes,Striatum,Striatum_Vol.mm3,12246,9485.5,-2760.5,-22.542054548423977,notable(5-100%),Sherwood; Stephan_collection
Perodicticus_potto,Striatum,Striatum_Vol.mm3,712,712,0,0,exact(<0.5%),Stephan_collection
Piliocolobus_badius,Striatum,Striatum_Vol.mm3,3217,3217,0,0,exact(<0.5%),Stephan_collection
Pongo_pygmaeus,Striatum,Striatum_Vol.mm3,11500,9416.666666666664,-2083.3333333333358,-18.11594202898553,notable(5-100%),Sherwood; Stephan_collection
Saguinus_oedipus,Striatum,Striatum_Vol.mm3,453,453,0,0,exact(<0.5%),Stephan_collection
Varecia_variegata,Striatum,Striatum_Vol.mm3,1591,1591,0,0,exact(<0.5%),Stephan_collection
Alouatta_seniculus,Striatum,Striatum_Vol.mm3,2829,2829,0,0,exact(<0.5%),Stephan_collection
Aotus_trivirgatus,Striatum,Striatum_Vol.mm3,862,862,0,0,exact(<0.5%),Stephan_collection
Avahi_occidentalis,Striatum,Striatum_Vol.mm3,478,478,0,0,exact(<0.5%),Stephan_collection
Callimico_goeldii,Striatum,Striatum_Vol.mm3,493,493,0,0,exact(<0.5%),Stephan_collection
Callithrix_jacchus,Striatum,Striatum_Vol.mm3,372,372,0,0,exact(<0.5%),Stephan_collection
Cercopithecus_ascanius,Striatum,Striatum_Vol.mm3,2827,2827,0,0,exact(<0.5%),Stephan_collection
Cheirogaleus_major,Striatum,Striatum_Vol.mm3,327,327,0,0,exact(<0.5%),Stephan_collection
Cheirogaleus_medius,Striatum,Striatum_Vol.mm3,145,145,0,0,exact(<0.5%),Stephan_collection
Daubentonia_madagascariensis,Striatum,Striatum_Vol.mm3,2765,2765,0,0,exact(<0.5%),Stephan_collection
Erythrocebus_patas,Striatum,Striatum_Vol.mm3,3624,3624,0,0,exact(<0.5%),Stephan_collection
Eulemur_fulvus,Striatum,Striatum_Vol.mm3,1215,1215,0,0,exact(<0.5%),Stephan_collection
Galago_senegalensis,Striatum,Striatum_Vol.mm3,210,210,0,0,exact(<0.5%),Stephan_collection
Lagothrix_lagotricha,Striatum,Striatum_Vol.mm3,4947,4947,0,0,exact(<0.5%),Stephan_collection
Lepilemur_ruficaudatus,Striatum,Striatum_Vol.mm3,366,366,0,0,exact(<0.5%),Stephan_collection
Macaca_mulatta,Striatum,Striatum_Vol.mm3,4032,4032,0,0,exact(<0.5%),Stephan_collection
Microcebus_murinus,Striatum,Striatum_Vol.mm3,85.7,85.7,0,0,exact(<0.5%),Stephan_collection
Miopithecus_talapoin,Striatum,Striatum_Vol.mm3,1908,1908,0,0,exact(<0.5%),Stephan_collection
Nasalis_larvatus,Striatum,Striatum_Vol.mm3,3735,3735,0,0,exact(<0.5%),Stephan_collection
Nycticebus_coucang,Striatum,Striatum_Vol.mm3,760,760,0,0,exact(<0.5%),Stephan_collection
Otolemur_crassicaudatus,Striatum,Striatum_Vol.mm3,556,556,0,0,exact(<0.5%),Stephan_collection
Papio_anubis,Striatum,Striatum_Vol.mm3,7182,7182,0,0,exact(<0.5%),Stephan_collection
Pithecia_monachus,Striatum,Striatum_Vol.mm3,1918,1918,0,0,exact(<0.5%),Stephan_collection
Propithecus_verreauxi,Striatum,Striatum_Vol.mm3,1411,1411,0,0,exact(<0.5%),Stephan_collection
Pygathrix_nemaeus,Striatum,Striatum_Vol.mm3,3166,3166,0,0,exact(<0.5%),Stephan_collection
Saguinus_midas,Striatum,Striatum_Vol.mm3,471,471,0,0,exact(<0.5%),Stephan_collection
Saimiri_sciureus,Striatum,Striatum_Vol.mm3,1042,1042,0,0,exact(<0.5%),Stephan_collection
Ateles_geoffroyi,Schizocortex,Schizo_cortex_Vol.mm3,732,732,0,0,exact(<0.5%),Stephan_collection
Avahi_laniger,Schizocortex,Schizo_cortex_Vol.mm3,241,241,0,0,exact(<0.5%),Stephan_collection
Callithrix_pygmaea,Schizocortex,Schizo_cortex_Vol.mm3,81.8,81.8,0,0,exact(<0.5%),Stephan_collection
Cebus_albifrons,Schizocortex,Schizo_cortex_Vol.mm3,390,390,0,0,exact(<0.5%),Stephan_collection
Cercopithecus_mitis,Schizocortex,Schizo_cortex_Vol.mm3,617,617,0,0,exact(<0.5%),Stephan_collection
Galagoides_demidoff,Schizocortex,Schizo_cortex_Vol.mm3,59.9,59.9,0,0,exact(<0.5%),Stephan_collection
Gorilla_gorilla,Schizocortex,Schizo_cortex_Vol.mm3,2729,2537,-192,-7.0355441553682665,notable(5-100%),Stephan_collection
Homo_sapiens,Schizocortex,Schizo_cortex_Vol.mm3,6142,6142,0,0,exact(<0.5%),Stephan_collection
Hylobates_lar,Schizocortex,Schizo_cortex_Vol.mm3,1136,1136,0,0,exact(<0.5%),Stephan_collection
Indri_indri,Schizocortex,Schizo_cortex_Vol.mm3,848,848,0,0,exact(<0.5%),Stephan_collection
Lophocebus_albigena,Schizocortex,Schizo_cortex_Vol.mm3,630,630,0,0,exact(<0.5%),Stephan_collection
Loris_tardigradus,Schizocortex,Schizo_cortex_Vol.mm3,99.7,99.7,0,0,exact(<0.5%),Stephan_collection
Pan_troglodytes,Schizocortex,Schizo_cortex_Vol.mm3,2018,2018,0,0,exact(<0.5%),Stephan_collection
Perodicticus_potto,Schizocortex,Schizo_cortex_Vol.mm3,328,328,0,0,exact(<0.5%),Stephan_collection
Piliocolobus_badius,Schizocortex,Schizo_cortex_Vol.mm3,814,814,0,0,exact(<0.5%),Stephan_collection
Saguinus_oedipus,Schizocortex,Schizo_cortex_Vol.mm3,107,107,0,0,exact(<0.5%),Stephan_collection
Varecia_variegata,Schizocortex,Schizo_cortex_Vol.mm3,608,608,0,0,exact(<0.5%),Stephan_collection
Alouatta_seniculus,Schizocortex,Schizo_cortex_Vol.mm3,510,510,0,0,exact(<0.5%),Stephan_collection
Aotus_trivirgatus,Schizocortex,Schizo_cortex_Vol.mm3,243,243,0,0,exact(<0.5%),Stephan_collection
Avahi_occidentalis,Schizocortex,Schizo_cortex_Vol.mm3,222,222,0,0,exact(<0.5%),Stephan_collection
Callimico_goeldii,Schizocortex,Schizo_cortex_Vol.mm3,138,138,0,0,exact(<0.5%),Stephan_collection
Callithrix_jacchus,Schizocortex,Schizo_cortex_Vol.mm3,90,90,0,0,exact(<0.5%),Stephan_collection
Cercopithecus_ascanius,Schizocortex,Schizo_cortex_Vol.mm3,694,694,0,0,exact(<0.5%),Stephan_collection
Cheirogaleus_major,Schizocortex,Schizo_cortex_Vol.mm3,149,149,0,0,exact(<0.5%),Stephan_collection
Cheirogaleus_medius,Schizocortex,Schizo_cortex_Vol.mm3,65.3,65.3,0,0,exact(<0.5%),Stephan_collection
Daubentonia_madagascariensis,Schizocortex,Schizo_cortex_Vol.mm3,1044,1044,0,0,exact(<0.5%),Stephan_collection
Erythrocebus_patas,Schizocortex,Schizo_cortex_Vol.mm3,693,693,0,0,exact(<0.5%),Stephan_collection
Eulemur_fulvus,Schizocortex,Schizo_cortex_Vol.mm3,422,422,0,0,exact(<0.5%),Stephan_collection
Galago_senegalensis,Schizocortex,Schizo_cortex_Vol.mm3,107,107,0,0,exact(<0.5%),Stephan_collection
Lagothrix_lagotricha,Schizocortex,Schizo_cortex_Vol.mm3,680,680,0,0,exact(<0.5%),Stephan_collection
Lepilemur_ruficaudatus,Schizocortex,Schizo_cortex_Vol.mm3,194,194,0,0,exact(<0.5%),Stephan_collection
Macaca_mulatta,Schizocortex,Schizo_cortex_Vol.mm3,639,639,0,0,exact(<0.5%),Stephan_collection
Microcebus_murinus,Schizocortex,Schizo_cortex_Vol.mm3,40.1,40.1,0,0,exact(<0.5%),Stephan_collection
Miopithecus_talapoin,Schizocortex,Schizo_cortex_Vol.mm3,259,259,0,0,exact(<0.5%),Stephan_collection
Nasalis_larvatus,Schizocortex,Schizo_cortex_Vol.mm3,855,855,0,0,exact(<0.5%),Stephan_collection
Nycticebus_coucang,Schizocortex,Schizo_cortex_Vol.mm3,212,212,0,0,exact(<0.5%),Stephan_collection
Otolemur_crassicaudatus,Schizocortex,Schizo_cortex_Vol.mm3,181,181,0,0,exact(<0.5%),Stephan_collection
Papio_anubis,Schizocortex,Schizo_cortex_Vol.mm3,1309,1309,0,0,exact(<0.5%),Stephan_collection
Pithecia_monachus,Schizocortex,Schizo_cortex_Vol.mm3,289,289,0,0,exact(<0.5%),Stephan_collection
Propithecus_verreauxi,Schizocortex,Schizo_cortex_Vol.mm3,443,443,0,0,exact(<0.5%),Stephan_collection
Pygathrix_nemaeus,Schizocortex,Schizo_cortex_Vol.mm3,723,723,0,0,exact(<0.5%),Stephan_collection
Saguinus_midas,Schizocortex,Schizo_cortex_Vol.mm3,120,120,0,0,exact(<0.5%),Stephan_collection
Saimiri_sciureus,Schizocortex,Schizo_cortex_Vol.mm3,168,168,0,0,exact(<0.5%),Stephan_collection
Ateles_geoffroyi,Hippocampus,Hippocampus_Vol.mm3,1366,1366.01,0.009999999999990905,7.320644216684411e-4,exact(<0.5%),Stephan_collection
Avahi_laniger,Hippocampus,Hippocampus_Vol.mm3,526,526.25,0.25,0.04752851711026616,exact(<0.5%),Stephan_collection
Callithrix_pygmaea,Hippocampus,Hippocampus_Vol.mm3,133,122.34,-10.659999999999997,-8.015037593984959,notable(5-100%),Stephan_collection
Cebus_albifrons,Hippocampus,Hippocampus_Vol.mm3,890,890.4,0.39999999999997726,0.044943820224716546,exact(<0.5%),Stephan_collection
Cercopithecus_mitis,Hippocampus,Hippocampus_Vol.mm3,1366,1366.39,0.39000000000010004,0.028550512445102493,exact(<0.5%),Stephan_collection
Galagoides_demidoff,Hippocampus,Hippocampus_Vol.mm3,152,152.24,0.2400000000000091,0.15789473684211125,exact(<0.5%),Stephan_collection
Gorilla_gorilla,Hippocampus,Hippocampus_Vol.mm3,4781,4446,-335,-7.006902321690023,notable(5-100%),Stephan_collection
Homo_sapiens,Hippocampus,Hippocampus_Vol.mm3,10287,10287.38,0.37999999999919964,0.003693982696599588,exact(<0.5%),Stephan_collection
Hylobates_lar,Hippocampus,Hippocampus_Vol.mm3,2673,2672.56,-0.44000000000005457,-0.01646090534979628,exact(<0.5%),Stephan_collection
Indri_indri,Hippocampus,Hippocampus_Vol.mm3,1520,1529.38,9.38000000000011,0.6171052631579019,close(0.5-2%),Stephan_collection
Lophocebus_albigena,Hippocampus,Hippocampus_Vol.mm3,1485,1464.21,-20.789999999999964,-1.3999999999999975,close(0.5-2%),Stephan_collection
Loris_tardigradus,Hippocampus,Hippocampus_Vol.mm3,191,191.14,0.13999999999998636,0.07329842931936459,exact(<0.5%),Stephan_collection
Pan_troglodytes,Hippocampus,Hippocampus_Vol.mm3,3779,3366.428333333335,-412.5716666666649,-10.917482579165517,notable(5-100%),Sherwood; Stephan_collection
Perodicticus_potto,Hippocampus,Hippocampus_Vol.mm3,607,607.01,0.009999999999990905,0.001647446457988617,exact(<0.5%),Stephan_collection
Piliocolobus_badius,Hippocampus,Hippocampus_Vol.mm3,1671,1670.84,-0.16000000000008185,-0.009575104727712858,exact(<0.5%),Stephan_collection
Pongo_pygmaeus,Hippocampus,Hippocampus_Vol.mm3,2700,2633.333333333335,-66.66666666666515,-2.4691358024690797,minor(2-5%),Sherwood; Stephan_collection
Saguinus_oedipus,Hippocampus,Hippocampus_Vol.mm3,262,262.09,0.08999999999997499,0.03435114503815839,exact(<0.5%),Stephan_collection
Varecia_variegata,Hippocampus,Hippocampus_Vol.mm3,1404,1403.65,-0.34999999999990905,-0.024928774928768452,exact(<0.5%),Stephan_collection
Alouatta_seniculus,Hippocampus,Hippocampus_Vol.mm3,1320,1319.79,-0.21000000000003638,-0.015909090909093666,exact(<0.5%),Stephan_collection
Aotus_trivirgatus,Hippocampus,Hippocampus_Vol.mm3,539,538.8,-0.20000000000004547,-0.037105751391474116,exact(<0.5%),Stephan_collection
Avahi_occidentalis,Hippocampus,Hippocampus_Vol.mm3,476,475.58,-0.4200000000000159,-0.08823529411765041,exact(<0.5%),Stephan_collection
Callimico_goeldii,Hippocampus,Hippocampus_Vol.mm3,281,280.9,-0.10000000000002274,-0.03558718861210774,exact(<0.5%),Stephan_collection
Callithrix_jacchus,Hippocampus,Hippocampus_Vol.mm3,221,221.12,0.12000000000000455,0.05429864253393871,exact(<0.5%),Stephan_collection
Cercopithecus_ascanius,Hippocampus,Hippocampus_Vol.mm3,1189,1189,0,0,exact(<0.5%),Stephan_collection
Cheirogaleus_major,Hippocampus,Hippocampus_Vol.mm3,347,347.35,0.35000000000002274,0.1008645533141276,exact(<0.5%),Stephan_collection
Cheirogaleus_medius,Hippocampus,Hippocampus_Vol.mm3,174,174.36,0.36000000000001364,0.20689655172414578,exact(<0.5%),Stephan_collection
Daubentonia_madagascariensis,Hippocampus,Hippocampus_Vol.mm3,1776,1776.1,0.09999999999990905,0.0056306306306255095,exact(<0.5%),Stephan_collection
Erythrocebus_patas,Hippocampus,Hippocampus_Vol.mm3,1591,1590.53,-0.4700000000000273,-0.029541169076054512,exact(<0.5%),Stephan_collection
Eulemur_fulvus,Hippocampus,Hippocampus_Vol.mm3,752,752.1,0.10000000000002274,0.013297872340428556,exact(<0.5%),Stephan_collection
Galago_senegalensis,Hippocampus,Hippocampus_Vol.mm3,261,260.78,-0.22000000000002728,-0.08429118773947405,exact(<0.5%),Stephan_collection
Lagothrix_lagotricha,Hippocampus,Hippocampus_Vol.mm3,1586,1585.69,-0.30999999999994543,-0.019546027742745612,exact(<0.5%),Stephan_collection
Lepilemur_ruficaudatus,Hippocampus,Hippocampus_Vol.mm3,392,392.28,0.2799999999999727,0.07142857142856447,exact(<0.5%),Stephan_collection
Macaca_mulatta,Hippocampus,Hippocampus_Vol.mm3,1353,1353,0,0,exact(<0.5%),Stephan_collection
Microcebus_murinus,Hippocampus,Hippocampus_Vol.mm3,100,100.35,0.3499999999999943,0.3499999999999943,exact(<0.5%),Stephan_collection
Miopithecus_talapoin,Hippocampus,Hippocampus_Vol.mm3,705,704.87,-0.12999999999999545,-0.01843971631205609,exact(<0.5%),Stephan_collection
Nasalis_larvatus,Hippocampus,Hippocampus_Vol.mm3,1966,1965.93,-0.06999999999993634,-0.003560528992875704,exact(<0.5%),Stephan_collection
Nycticebus_coucang,Hippocampus,Hippocampus_Vol.mm3,566,565.77,-0.2300000000000182,-0.04063604240283007,exact(<0.5%),Stephan_collection
Otolemur_crassicaudatus,Hippocampus,Hippocampus_Vol.mm3,461,460.88,-0.12000000000000455,-0.02603036876355847,exact(<0.5%),Stephan_collection
Papio_anubis,Hippocampus,Hippocampus_Vol.mm3,3398,3397.9,-0.09999999999990905,-0.0029429075926989128,exact(<0.5%),Stephan_collection
Pithecia_monachus,Hippocampus,Hippocampus_Vol.mm3,834,834.26,0.2599999999999909,0.03117505995203728,exact(<0.5%),Stephan_collection
Plecturocebus_moloch,Hippocampus,Hippocampus_Vol.mm3,588,588.29,0.2899999999999636,0.04931972789115027,exact(<0.5%),Stephan_collection
Propithecus_verreauxi,Hippocampus,Hippocampus_Vol.mm3,1043,1042.96,-0.03999999999996362,-0.003835091083409743,exact(<0.5%),Stephan_collection
Pygathrix_nemaeus,Hippocampus,Hippocampus_Vol.mm3,2295,2295.41,0.4099999999998545,0.017864923747270348,exact(<0.5%),Stephan_collection
Saguinus_midas,Hippocampus,Hippocampus_Vol.mm3,280,280.26,0.2599999999999909,0.09285714285713961,exact(<0.5%),Stephan_collection
Saimiri_sciureus,Hippocampus,Hippocampus_Vol.mm3,352,351.44,-0.5600000000000023,-0.15909090909090973,exact(<0.5%),Stephan_collection
Ateles_geoffroyi,Epithalamus,Epithalamus_Vol.mm3,30.5,30.5,0,0,exact(<0.5%),Stephan_collection
Callithrix_pygmaea,Epithalamus,Epithalamus_Vol.mm3,3.68,3.68,0,0,exact(<0.5%),Stephan_collection
Cebus_albifrons,Epithalamus,Epithalamus_Vol.mm3,23.7,23.7,0,0,exact(<0.5%),Stephan_collection
Galagoides_demidoff,Epithalamus,Epithalamus_Vol.mm3,2.09,2.09,0,0,exact(<0.5%),Stephan_collection
Homo_sapiens,Epithalamus,Epithalamus_Vol.mm3,133,133,0,0,exact(<0.5%),Stephan_collection
Hylobates_lar,Epithalamus,Epithalamus_Vol.mm3,31.2,31.2,0,0,exact(<0.5%),Stephan_collection
Lophocebus_albigena,Epithalamus,Epithalamus_Vol.mm3,27.9,27.9,0,0,exact(<0.5%),Stephan_collection
Loris_tardigradus,Epithalamus,Epithalamus_Vol.mm3,3.21,3.21,0,0,exact(<0.5%),Stephan_collection
Pan_troglodytes,Epithalamus,Epithalamus_Vol.mm3,53.6,53.6,0,0,exact(<0.5%),Stephan_collection
Perodicticus_potto,Epithalamus,Epithalamus_Vol.mm3,10.4,10.4,0,0,exact(<0.5%),Stephan_collection
Piliocolobus_badius,Epithalamus,Epithalamus_Vol.mm3,22.3,22.3,0,0,exact(<0.5%),Stephan_collection
Saguinus_oedipus,Epithalamus,Epithalamus_Vol.mm3,4.93,4.93,0,0,exact(<0.5%),Stephan_collection
Cercopithecus_ascanius,Epithalamus,Epithalamus_Vol.mm3,17.9,17.9,0,0,exact(<0.5%),Stephan_collection
Cheirogaleus_major,Epithalamus,Epithalamus_Vol.mm3,4.83,4.83,0,0,exact(<0.5%),Stephan_collection
Eulemur_fulvus,Epithalamus,Epithalamus_Vol.mm3,12.2,12.2,0,0,exact(<0.5%),Stephan_collection
Lagothrix_lagotricha,Epithalamus,Epithalamus_Vol.mm3,31,31,0,0,exact(<0.5%),Stephan_collection
Lepilemur_ruficaudatus,Epithalamus,Epithalamus_Vol.mm3,4.89,4.89,0,0,exact(<0.5%),Stephan_collection
Microcebus_murinus,Epithalamus,Epithalamus_Vol.mm3,1.44,1.44,0,0,exact(<0.5%),Stephan_collection
Nasalis_larvatus,Epithalamus,Epithalamus_Vol.mm3,29.6,29.6,0,0,exact(<0.5%),Stephan_collection
Otolemur_crassicaudatus,Epithalamus,Epithalamus_Vol.mm3,5.71,5.71,0,0,exact(<0.5%),Stephan_collection
Papio_anubis,Epithalamus,Epithalamus_Vol.mm3,65.4,65.4,0,0,exact(<0.5%),Stephan_collection
Propithecus_verreauxi,Epithalamus,Epithalamus_Vol.mm3,14.6,14.6,0,0,exact(<0.5%),Stephan_collection
Saimiri_sciureus,Epithalamus,Epithalamus_Vol.mm3,8.86,8.86,0,0,exact(<0.5%),Stephan_collection
Ateles_geoffroyi,Thalamus,Thalamus_Vol.mm3,2930,2930,0,0,exact(<0.5%),Stephan_collection
Callithrix_pygmaea,Thalamus,Thalamus_Vol.mm3,190,190,0,0,exact(<0.5%),Stephan_collection
Cebus_albifrons,Thalamus,Thalamus_Vol.mm3,2163,2163,0,0,exact(<0.5%),Stephan_collection
Galagoides_demidoff,Thalamus,Thalamus_Vol.mm3,153,153,0,0,exact(<0.5%),Stephan_collection
Homo_sapiens,Thalamus,Thalamus_Vol.mm3,18222,18222,0,0,exact(<0.5%),Stephan_collection
Hylobates_lar,Thalamus,Thalamus_Vol.mm3,3226,3226,0,0,exact(<0.5%),Stephan_collection
Lophocebus_albigena,Thalamus,Thalamus_Vol.mm3,2933,2933,0,0,exact(<0.5%),Stephan_collection
Loris_tardigradus,Thalamus,Thalamus_Vol.mm3,348,348,0,0,exact(<0.5%),Stephan_collection
Pan_troglodytes,Thalamus,Thalamus_Vol.mm3,7987,7756,-231,-2.892199824715162,minor(2-5%),Sherwood; Stephan_collection
Perodicticus_potto,Thalamus,Thalamus_Vol.mm3,587,587,0,0,exact(<0.5%),Stephan_collection
Piliocolobus_badius,Thalamus,Thalamus_Vol.mm3,2164,2164,0,0,exact(<0.5%),Stephan_collection
Saguinus_oedipus,Thalamus,Thalamus_Vol.mm3,410,410,0,0,exact(<0.5%),Stephan_collection
Cercopithecus_ascanius,Thalamus,Thalamus_Vol.mm3,1916,1916,0,0,exact(<0.5%),Stephan_collection
Cheirogaleus_major,Thalamus,Thalamus_Vol.mm3,271,271,0,0,exact(<0.5%),Stephan_collection
Eulemur_fulvus,Thalamus,Thalamus_Vol.mm3,1028,1028,0,0,exact(<0.5%),Stephan_collection
Lagothrix_lagotricha,Thalamus,Thalamus_Vol.mm3,2959,2959,0,0,exact(<0.5%),Stephan_collection
Lepilemur_ruficaudatus,Thalamus,Thalamus_Vol.mm3,337,337,0,0,exact(<0.5%),Stephan_collection
Microcebus_murinus,Thalamus,Thalamus_Vol.mm3,78.3,78.3,0,0,exact(<0.5%),Stephan_collection
Nasalis_larvatus,Thalamus,Thalamus_Vol.mm3,3036,3036,0,0,exact(<0.5%),Stephan_collection
Otolemur_crassicaudatus,Thalamus,Thalamus_Vol.mm3,437,437,0,0,exact(<0.5%),Stephan_collection
Papio_anubis,Thalamus,Thalamus_Vol.mm3,4788,4788,0,0,exact(<0.5%),Stephan_collection
Propithecus_verreauxi,Thalamus,Thalamus_Vol.mm3,1341,1341,0,0,exact(<0.5%),Stephan_collection
Saimiri_sciureus,Thalamus,Thalamus_Vol.mm3,731,731,0,0,exact(<0.5%),Stephan_collection
Ateles_geoffroyi,Hypothalamus,Hypothalamus_Vol.mm3,629,629,0,0,exact(<0.5%),Stephan_collection
Callithrix_pygmaea,Hypothalamus,Hypothalamus_Vol.mm3,69.2,69.2,0,0,exact(<0.5%),Stephan_collection
Cebus_albifrons,Hypothalamus,Hypothalamus_Vol.mm3,418,418,0,0,exact(<0.5%),Stephan_collection
Galagoides_demidoff,Hypothalamus,Hypothalamus_Vol.mm3,45.1,45.1,0,0,exact(<0.5%),Stephan_collection
Homo_sapiens,Hypothalamus,Hypothalamus_Vol.mm3,3555,3555,0,0,exact(<0.5%),Stephan_collection
Hylobates_lar,Hypothalamus,Hypothalamus_Vol.mm3,629,629,0,0,exact(<0.5%),Stephan_collection
